MRs,text,model
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]",The Mill is a child friendly english restaurant located near Café Rouge in the city centre. It has a high customer rating and a price range of more than £30.,slug
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wildwood is a pub that serves French food. It is located in the riverside area near Raja Indian Cuisine. It is kid friendly.,ours
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly french pub near Raja Indian Cuisine in the riverside area.,tgen
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly french pub near Raja Indian Cuisine in the riverside area.,slug
"name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]","The Mill is a high priced, family friendly restaurant located near Café Rouge.",ours
"name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]",The Mill is an english restaurant near Café Rouge in the riverside area. It is children friendly and has a high price range and an average customer rating.,tgen
"name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]",The Mill is an english restaurant near Café Rouge in the riverside area. It is children friendly and has a high price range and an average customer rating.,slug
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Zizzi is a highly rated coffee shop near Burger King.,ours
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Zizzi is a highly rated coffee shop with a high price range. It is located near Burger King.,tgen
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Zizzi is a highly rated coffee shop with a high price range. It is located near Burger King.,slug
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a moderately priced, kid friendly Italian pub located in the city centre near Raja Indian Cuisine.",ours
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the city centre. It has a moderate price range.,tgen
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the city centre. It has a moderate price range.,slug
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a low customer rating. The price range is more than £30.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It has a price range of more than £30 and a low customer rating.,tgen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It has a price range of more than £30 and a low customer rating.,slug
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant that serves Indian food for more than £30. It is located in the riverside area near Raja Indian Cuisine and is children friendly.,ours
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing indian food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.,tgen
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing indian food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.,slug
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced English restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.,ours
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the city centre. It is not kid friendly.,tgen
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the city centre. It is not kid friendly.,slug
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]","The Phoenix is a high priced, child friendly pub that serves fast food. It is located near Café Sicilia in the riverside area.",ours
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Phoenix is a children friendly fast food pub near Café Sicilia in the riverside area. It has a high customer rating and a price range of more than £30.,tgen
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",The Phoenix is a children friendly fast food pub near Café Sicilia in the riverside area. It has a high customer rating and a price range of more than £30.,slug
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]","The Mill is a moderately priced, kid friendly fast food pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5.",ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]","The Mill is a moderately priced, family-friendly fast food pub located near Café Sicilia in the city centre.",tgen
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]","The Mill is a moderately priced, family-friendly fast food pub located near Café Sicilia in the city centre.",slug
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a pub that serves Japanese food. It is located in the city centre near Raja Indian Cuisine. It is kid friendly and has a moderate price range.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced japanese pub located in the city centre near Raja Indian Cuisine. It is kids friendly.,tgen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced japanese pub located in the city centre near Raja Indian Cuisine. It is kids friendly.,slug
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a cheap pub located in the city centre near Café Sicilia. It serves fast food and has an average customer rating. It is not family-friendly.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has an average customer rating.,tgen
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]",The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has an average customer rating.,slug
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese restaurant located in riverside near Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.,ours
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a japanese restaurant near Raja Indian Cuisine in the riverside area. It has a price range of more than £30 and is not child friendly.,tgen
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a japanese restaurant near Raja Indian Cuisine in the riverside area. It has a price range of more than £30 and is not child friendly.,slug
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a high priced restaurant that serves Indian food. It is located in the riverside area near Raja Indian Cuisine and is child friendly.,ours
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing indian food in the high price range. It is located near Raja Indian Cuisine in the riverside.,tgen
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing indian food in the high price range. It is located near Raja Indian Cuisine in the riverside.,slug
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a pub that serves Italian food for less than £20. It is located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a low customer rating.,ours
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a non family-friendly pub serving italian food with a price range of less than £20. It has a low customer rating and is located in the city centre near Rainbow Vegetarian Café.,tgen
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a non family-friendly pub serving italian food with a price range of less than £20. It has a low customer rating and is located in the city centre near Rainbow Vegetarian Café.,slug
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a pub with a low customer rating. It is located near Express by Holiday Inn.,ours
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a low rated pub near Express by Holiday Inn.,tgen
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a low rated pub near Express by Holiday Inn.,slug
"name[Strada], eatType[coffee shop], area[city centre]",Strada is a coffee shop located in the city centre.,ours
"name[Strada], eatType[coffee shop], area[city centre]",Strada is a coffee shop in the city centre.,tgen
"name[Strada], eatType[coffee shop], area[city centre]",Strada is a coffee shop in the city centre.,slug
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a Chinese restaurant in the riverside area near Rainbow Vegetarian Café. It is family friendly.,ours
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly chinese restaurant in the riverside area near Rainbow Vegetarian Café.,tgen
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly chinese restaurant in the riverside area near Rainbow Vegetarian Café.,slug
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a Japanese pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5. The price range is £20-25.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a pub serving japanese food in the £20-25 price range. It is located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and is not kid friendly.,tgen
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a pub serving japanese food in the £20-25 price range. It is located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and is not kid friendly.,slug
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly restaurant that serves Indian food for less than £20. It is located in the city centre near Raja Indian Cuisine.,ours
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly restaurant that serves indian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.,tgen
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly restaurant that serves indian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.,slug
"name[Strada], eatType[pub], area[city centre]",Strada is a pub located in the city centre.,ours
"name[Strada], eatType[pub], area[city centre]",Strada is a pub located in the city centre.,tgen
"name[Strada], eatType[pub], area[city centre]",Strada is a pub located in the city centre.,slug
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a Japanese pub near Rainbow Vegetarian Café in the riverside area. It is kid friendly and has a customer rating of 3 out of 5. The price range is £20-25.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a family friendly pub serving japanese food in the £20-25 price range. It is located in the riverside area near Rainbow Vegetarian Café.,tgen
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a family friendly pub serving japanese food in the £20-25 price range. It is located in the riverside area near Rainbow Vegetarian Café.,slug
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a pub that serves Italian food. It is located near Rainbow Vegetarian Café in the riverside area. It is not children friendly and has a high price range.,ours
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a high priced italian pub located in riverside near Rainbow Vegetarian Café. It has an average customer rating and is not children friendly.,tgen
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Vaults is a high priced italian pub located in riverside near Rainbow Vegetarian Café. It has an average customer rating and is not children friendly.,slug
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]",The Mill is a moderately priced English restaurant in the city centre near Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.,ours
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]",The Mill is a moderately priced english restaurant located near Café Rouge in the city centre. It has a customer rating of 1 out of 5 and is kid friendly.,tgen
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]",The Mill is a moderately priced english restaurant located near Café Rouge in the city centre. It has a customer rating of 1 out of 5 and is kid friendly.,slug
"name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a kid friendly restaurant that serves English food. It is located in the riverside area near Raja Indian Cuisine and has a price range of £20-25.,ours
"name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.,tgen
"name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.,slug
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers is a restaurant providing Chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.,tgen
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.,slug
"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.,ours
"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter is a cheap indian restaurant near Express by Holiday Inn in the riverside area. It has an average customer rating and is not family friendly.,tgen
"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter is a cheap indian restaurant near Express by Holiday Inn in the riverside area. It has an average customer rating and is not family friendly.,slug
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a cheap, family friendly restaurant that serves Indian food. It is located in the city centre near Crowne Plaza Hotel and has a customer rating of 5 out of 5.",ours
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a cheap indian restaurant located in the city centre near Crowne Plaza Hotel. It has a 5 out of 5 customer rating and is family friendly.,tgen
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]",The Phoenix is a cheap indian restaurant located in the city centre near Crowne Plaza Hotel. It has a 5 out of 5 customer rating and is family friendly.,slug
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a Japanese pub located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has an average customer rating. The price range is less than £20.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a japanese pub with a price range less than £20. It is located in the riverside area near Raja Indian Cuisine. It has an average customer rating and is not family-friendly.,tgen
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a japanese pub with a price range less than £20. It is located in the riverside area near Raja Indian Cuisine. It has an average customer rating and is not family-friendly.,slug
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a pub that provides Indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.,ours
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a pub providing indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,tgen
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a pub providing indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,slug
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub located in the city centre near Raja Indian Cuisine. It is children friendly and has a price range of more than £30. It has a customer rating of 5 out of 5.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family-friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a 5 out of 5 customer rating and a price range of more than £30.,tgen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family-friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a 5 out of 5 customer rating and a price range of more than £30.,slug
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub that serves Italian food for less than £20. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.,ours
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing italian food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine.,tgen
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing italian food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine.,slug
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a cheap Japanese pub located in riverside near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.,ours
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.,tgen
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.,slug
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",Green Man is a coffee shop near All Bar One with a customer rating of 3 out of 5.,ours
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",Green Man is a coffee shop near All Bar One with a customer rating of 3 out of 5.,tgen
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",Green Man is a coffee shop near All Bar One with a customer rating of 3 out of 5.,slug
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Punter is a cheap Italian restaurant located near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has a customer rating of 5 out of 5.,ours
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Punter is a cheap italian restaurant located near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.,tgen
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",The Punter is a cheap italian restaurant located near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.,slug
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a family-friendly pub that serves Italian food. It is located in the city centre near Rainbow Vegetarian Café. It has a low customer rating and a price range of less than £20.,ours
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a family-friendly italian restaurant located near Rainbow Vegetarian Café in the city centre. It has a low customer rating and a price range of less than £20.,tgen
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a family-friendly italian restaurant located near Rainbow Vegetarian Café in the city centre. It has a low customer rating and a price range of less than £20.,slug
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",In the city centre near Rainbow Vegetarian Café is a family-friendly English restaurant called Blue Spice.,ours
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family-friendly english restaurant located in the city centre near Rainbow Vegetarian Café.,tgen
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family-friendly english restaurant located in the city centre near Rainbow Vegetarian Café.,slug
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]",Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5.,ours
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]",Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5.,tgen
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]",Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5.,slug
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.,ours
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.,tgen
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.,slug
"name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a family friendly restaurant that serves Chinese food for less than £20. It is located in the riverside area near Raja Indian Cuisine.,ours
"name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. It is a family friendly restaurant.,tgen
"name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. It is a family friendly restaurant.,slug
"name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Phoenix is a cheap, family friendly pub that serves French food. It is located in the riverside area near Raja Indian Cuisine.",ours
"name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a cheap family friendly french pub near Raja Indian Cuisine in the riverside area.,tgen
"name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a cheap family friendly french pub near Raja Indian Cuisine in the riverside area.,slug
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly pub that serves sushi at a moderate price. It is located near Raja Indian Cuisine.,ours
